"","X.2","X.1","Edad","nivel_de_educaccion","ORG_BASE","Acceso_a_internet","miembros_familia","informacion_telefono_confianza","Tipo_de_Celular","informacion_telefono","Clima","finaca_uso_cafe","Finaca_hectares","ALTITUD_m_s_n_m","EDAD_DE_CULTIVO","Distanciamiento_entre_plantas","Distanciamiento_entre_filas","alimentos_procedencia","tierra_tenencia","empezar_cultivar_cafe","cafe_suelo_calidad","cafe_tierra","numeroplantasproduccionhectarea","capacitacion_cafe","cafe_pracitcas","num_cafe_pracitcas","distinct_cafe_pracitcas","num_aplic_fertilizers","enfermedades","num_enfermedades","distinct_enfermedades","num_fungal_enfermedades","num_pest_enfermedades","num_other_enfermedades","variedades","num_variedades","distinct_variedades","arbol_bajosombra","num_arbolessombra","distinct_arbolessombra","floracion_normal","floracion","plantas_etapa","X_GPS_longitude","X_GPS_altitude.y","yoloV8_aver","RealCherriesBranch.x","ID","Climate","FarmUseCoffee","FarmArea","Altitude","SoilQuality","CoffeeLand","TypesShadeTrees","DistinctShadeTrees","AltitudeGPS","RealCherriesBranch.y","RH2M_avg","T2M","PR","clase_ufh","distri_adt","profundi","simb_final","p_idh","p_textura","p_profundi","s_uc_fase","municipio","p_humedad","taxonomia","p_temp","p_co","co","p_sat_alum","perfil","pedrego","humedad","unidad_cli","drenaje","vlr_pote_f","sim_clim_f","n_rang_ufh","p_inund","rango_pend","uc_suelo","pendiente","etp_ppt","rango_idh","salinidad","perd_sue","sb","s_uc","ce","sat_alum","p_ph","p_cic","limitante","ph","p_sb","area_ha","p_drenaje","alt_msnm","p_pend","sue_no_sue","inund","cod_depart","temp_med","p_perd_sue","cic","p_salini","departamen","p_sodio","textura","cod_dane_m","p_pedrego","vlr_pote","consecutiv","geometry","X","X_GPS_latitude","X_GPS_altitude","production_farm_yolo","production_farm_real"
"88",85,85,"5665","primaria_completa","ninguna","no",2,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",0.87,1.8,1712,3,1.5,1.5,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",4444.444444,"bimensual","poda eliminacion_de_chupones deshierbe ferti_plag_enfere",4,4,2,"antracnosis roya_amarilla",2,2,1,1,0,"castillo",1,1,"guamo",1,1,"normal","normal","color_verde_intenso",-76.5681322,1712,16.85,17.81446541,58,"templado",0.87,1.8,1712,"buen_suelo_para_el_cafe","inclinado",1,1,1712,17.81446541,86.75,18.58,1.28,"4",0,"Profundo","04Qc-67",10,6,10,"AQ6c","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",64,"Q",67,0,"45998","AQCc","c","0.5 - 1","0,77 - 0,99","No salino","Baja",8,"AQ6",0,0,4,5,"Sin limitante",5.1,0,3466.779513,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,54.9,0,"Cauca",0,"Franco arenosa",19548,0,73,101382,"c(-76.5681322"," 2.7082653)",2.7082653,1712,403.037037037037,419.62962962963
"89",86,86,"4655","secundaria_incompleta","ninguna","yes",2,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",0.87,1.6,1750,3,1.4,1.4,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5102.040816,"anual","control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",3,3,1,"antracnosis",1,1,0,1,0,"castillo",1,1,"guamo platano",2,2,"normal","normal","varias_etapas",-76.5916324,1750,15.04,15.37325349,25,"templado",3,3,1658,"buen_suelo_para_el_cafe","inclinado",1,1,0,16.18518519,86.75,18.58,1.28,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,2664.321523,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101391,"c(-76.5704773"," 2.7306046)",2.7069991,1750,326.185185185185,285.259259259259
"90",87,87,"4655","secundaria_incompleta","ninguna","yes",2,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",0.87,1.6,1750,3,1.4,1.4,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5102.040816,"anual","control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",3,3,1,"antracnosis",1,1,0,1,0,"castillo",1,1,"guamo platano",2,2,"normal","normal","varias_etapas",-76.5916324,1750,15.04,15.37325349,44,"templado",0.8,1.4,1670,"buen_suelo_para_el_cafe","inclinado",1,1,1696.8,11.73439575,86.75,18.58,1.28,"ZU",0,"No aplica","ZU",5,0,0,"ZU","El Tambo",0,"Zonas urbanas",0,0,0,0,"No aplica","No aplica","No aplica","Templado muy húmedo","No aplica",0,"P",0,0,"ZU","ZU","Zonas urbanas","0.25 - 0.5","0,6 - 0,77","No aplica","ZU",0,"ZU",0,0,0,0,"No aplica",0,0,2.51371362,0,"1000-2000",10,"ZU","No aplica",19,"18-24",0,0,0,"Cauca",0,"No aplica",19256,0,0,48933,"c(-76.852558"," 2.4824904)",2.7069991,1750,326.185185185185,285.259259259259
"91",88,88,"4655","secundaria_incompleta","ninguna","yes",2,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",0.87,1.6,1750,3,1.4,1.4,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5102.040816,"anual","control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",3,3,1,"antracnosis",1,1,0,1,0,"castillo",1,1,"guamo platano",2,2,"normal","normal","varias_etapas",-76.5916324,1750,15.04,15.37325349,59,"templado",0.87,1.6,1750,"buen_suelo_para_el_cafe","inclinado",2,2,1750,15.37325349,86.75,18.58,1.28,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,2664.321523,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101391,"c(-76.5916324"," 2.7069991)",2.7069991,1750,326.185185185185,285.259259259259
"92",89,89,"4655","primaria_completa","federacion","no",3,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",0.5,1.6,1800,2,1.2,1.4,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5952.380952,"semestral","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,1,"antracnosis antracnosis mancha_de_hierro",3,2,1,2,0,"castillo",1,1,"guamo platano citricos",3,3,"florece todo el tiempo","florece todo el tiempo","varias_etapas",-76.6621935,1825.817627,23.52,29.13939394,60,"templado",0.5,1.6,1800,"buen_suelo_para_el_cafe","inclinado",3,3,1825.817627,29.13939394,86.75,18.58,1.28,"5",0,"Profundo","05Qd2s1-61",10,8,10,"AQ12d2","Timbío",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",61,"Q",61,0,"45992","AQBd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",2.1,"AQ12",0,0,8,4,"2s1",6,0,7179.174518,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,18.7,0,"Cauca",0,"Franco arcillo arenosa",19807,0,80,152048,"c(-76.6621935"," 2.3994294)",2.3994294,1825.81762695312,585.185185185185,712.296296296296
"93",90,90,"65__years","primaria_incompleta","caficauca","yes",2,"poco_seguro","smart_phone","recomendaciones agricolas","templado",3,3,1725,2,1.2,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"mensual","eliminacion_de_chupones deshierbe",2,2,1,"antracnosis",1,1,0,1,0,"castillo",1,1,"aguacate nacedero guamo",3,3,"por el clima por que la floracion fue poca","clima_afecta","cabeza_de_alfiler",-76.6055155,1755,17.37,17.92592593,61,"templado",3,3,1725,"buen_suelo_para_el_cafe","inclinado",3,3,1755,17.92592593,86.75,18.58,1.28,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,2664.321523,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101391,"c(-76.6055155"," 2.7012698)",2.7012698,1755,17.3703703703704,17.9259259259259
"94",91,91,"65__years","primaria_incompleta","caficauca","yes",2,"poco_seguro","smart_phone","recomendaciones agricolas","templado",3,3,1725,2,1.2,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"mensual","eliminacion_de_chupones deshierbe",2,2,1,"antracnosis",1,1,0,1,0,"castillo",1,1,"aguacate nacedero guamo",3,3,"por el clima por que la floracion fue poca","clima_afecta","cabeza_de_alfiler",-76.6055155,1755,17.37,17.92592593,117,"templado",5.8,5.8,1750,"suelo_pobre_para_el_cafe","inclinado",3,3,1808,14.76430976,83.62,17.37,3.39,"10",0,"Superficiales","10Lf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Frío húmedo","Bien",31,"L",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,388.7373165,10,"2000-3000",10,"Suelo","No hay",63,"43435",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54284,"c(-75.8024509"," 4.1653795)",2.7012698,1755,17.3703703703704,17.9259259259259
"95",92,92,"65__years","primaria_incompleta","caficauca","yes",2,"poco_seguro","smart_phone","recomendaciones agricolas","templado",3,3,1725,2,1.2,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"mensual","eliminacion_de_chupones deshierbe",2,2,1,"antracnosis",1,1,0,1,0,"castillo",1,1,"aguacate nacedero guamo",3,3,"por el clima por que la floracion fue poca","clima_afecta","cabeza_de_alfiler",-76.6055155,1755,17.37,17.92592593,243,"calido",3,6,1500,"buen_suelo_para_el_cafe","inclinado",2,2,1549,15.25842697,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7961986"," 4.2005898)",2.7012698,1755,17.3703703703704,17.9259259259259
"96",93,93,"65__years","primaria_incompleta","AMUCC","no",4,"nada_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",11,16,1725,3,1.4,1.5,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",4761.904762,"semestral","deshierbe eliminacion_de_chupones",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo agucate",2,2,"unos arbole florecen otros no","retrasada","cabeza_de_alfiler",-76.5465195,1675,15.44,18.48148148,11,"templado",3,6,1700,"buen_suelo_para_el_cafe","plano__recto",1,1,1683.1,18.55555556,86.65,20.7,2.37,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Morales",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,3488.876298,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19473,0,70,87205,"c(-76.5972702"," 2.751032)",2.7229005,1675,15.4444444444444,18.4814814814815
"97",94,94,"65__years","primaria_incompleta","AMUCC","no",4,"nada_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",11,16,1725,3,1.4,1.5,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",4761.904762,"semestral","deshierbe eliminacion_de_chupones",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo agucate",2,2,"unos arbole florecen otros no","retrasada","cabeza_de_alfiler",-76.5465195,1675,15.44,18.48148148,62,"templado",11,16,1725,"buen_suelo_para_el_cafe","inclinado",2,2,1675,18.48148148,83.82,15.73,0.6,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,1655.475526,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101390,"c(-76.5465195"," 2.7229005)",2.7229005,1675,15.4444444444444,18.4814814814815
"98",95,95,"65__years","primaria_incompleta","caficauca","no",2,"nada_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",0.18,1,1725,4,1.4,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","plano__recto",4761.904762,"semestral","eliminacion_de_chupones deshierbe",2,2,2,"antracnosis",1,1,0,1,0,"castillo",1,1,"guamo",1,1,"por que la floracion en poca","poca","cabeza_de_alfiler",-76.597902,1826,21.81,27.66666667,63,"templado",0.18,1,1725,"buen_suelo_para_el_cafe","plano__recto",1,1,1826,27.66666667,86.75,18.58,1.28,"4",0,"Profundo","04Qc-67",10,6,10,"AQ6c","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",64,"Q",67,0,"45998","AQCc","c","0.5 - 1","0,77 - 0,99","No salino","Baja",8,"AQ6",0,0,4,5,"Sin limitante",5.1,0,3466.779513,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,54.9,0,"Cauca",0,"Franco arenosa",19548,0,73,101382,"c(-76.597902"," 2.6699308)",2.6699308,1826,21.8148148148148,27.6666666666667
"99",96,96,"5665","secundaria_completa","caficauca","yes",1,"seguro","smart_phone","informacion de mercado","templado",0.5,0.8,16000,8,1.2,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",6410.25641,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,3,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"escasa","poca","cabeza_de_alfiler",-76.8524186,1700.5,9.59,7.816326531,64,"templado",0.5,0.8,16000,"buen_suelo_para_el_cafe","inclinado",1,1,1700.5,7.816326531,86.75,18.58,1.28,"ZU",0,"No aplica","ZU",5,0,0,"ZU","El Tambo",0,"Zonas urbanas",0,0,0,0,"No aplica","No aplica","No aplica","Templado muy húmedo","No aplica",0,"P",0,0,"ZU","ZU","Zonas urbanas","0.25 - 0.5","0,6 - 0,77","No aplica","ZU",0,"ZU",0,0,0,0,"No aplica",0,0,2.51371362,0,"1000-2000",10,"ZU","No aplica",19,"18-24",0,0,0,"Cauca",0,"No aplica",19256,0,0,48933,"c(-76.8524186"," 2.4824841)",2.4824841,1700.5,266.407407407407,212.777777777778
"100",97,97,"5665","primaria_completa","caficauca","no",3,"seguro","non_internet_capable_phone","informacion de mercado","templado",2,2,1754,2,1.3,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5917.159763,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,3,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"escasa","poca","cabeza_de_alfiler",-76.8655838,1786.9,16.89,18.25150421,65,"templado",2,2,1754,"buen_suelo_para_el_cafe","inclinado",1,1,1786.9,18.25150421,86.75,18.58,1.28,"9",0,"Profundo","09PeL2s1-38",10,7,10,"LQ1e2","El Tambo",15,"TYPIC DYSTRUDEPTS",0,3,0.75,-10,"CC-02","No pedregoso","Udico","Templado muy húmedo","Bien",36,"P",38,0,"25-50","LQDe2","e","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",4.5,"LQ1",0,85.8,0,5,"L2s1",4.9,0,2787.168258,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,21.6,0,"Cauca",0,"Arcillosa",19256,0,57,48763,"c(-76.8655838"," 2.4793979)",2.4793979,1786.9,533.481481481482,561.740740740741
"101",98,98,"5665","primaria_completa","caficauca","no",3,"seguro","non_internet_capable_phone","informacion de mercado","templado",2,2,1754,2,1.3,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5917.159763,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,3,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"escasa","poca","cabeza_de_alfiler",-76.8655838,1786.9,16.89,18.25150421,114,"calido",10,48,1606,"buen_suelo_para_el_cafe","con_pendientes_pronunciadas",1,1,1608.684082,20.90857143,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.8193659"," 4.2262696)",2.4793979,1786.9,533.481481481482,561.740740740741
"102",99,99,"5665","primaria_completa","caficauca","no",3,"seguro","non_internet_capable_phone","informacion de mercado","templado",2,2,1754,2,1.3,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5917.159763,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,3,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"escasa","poca","cabeza_de_alfiler",-76.8655838,1786.9,16.89,18.25150421,202,"calido",1.5,3.9,1960,"buen_suelo_para_el_cafe","inclinado",1,1,1963.48291,9.96031746,83.62,17.37,3.39,"7",0,"Profundo","07Les1-49",10,10,10,"ML38e1","Génova",15,"ACRUDOXIC MELANUDANDS",0,4,12.9,0,"PQ-10","No pedregoso","Udico","Frío húmedo","Bien",49,"L",49,0,"25-50","HGe1","e","0.5 - 1","0,77 - 0,99","No salino","Moderada",34,"ML38",0,0,4,5,"s1",5.1,3,48.9829856,10,"2000-3000",10,"Suelo","No hay",63,"43435",-3,66,0,"Quindío",0,"Franca",63302,0,78,54292,"c(-75.7671072"," 4.2425663)",2.4793979,1786.9,533.481481481482,561.740740740741
"103",100,100,"4655","secundaria_completa","caficauca","no",2,"seguro","smart_phone","informacion de mercado","templado",0.18,1,1700,4,1.3,1.3,"producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",5917.159763,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,3,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"gusmos",1,1,"escaso","poca","cabeza_de_alfiler",-76.8651485,1791.5,15.19,17.57615894,66,"templado",0.18,1,1700,"buen_suelo_para_el_cafe","inclinado",1,1,1791.5,17.57615894,86.75,18.58,1.28,"9",0,"Profundo","09PeL2s1-38",10,7,10,"LQ1e2","El Tambo",15,"TYPIC DYSTRUDEPTS",0,3,0.75,-10,"CC-02","No pedregoso","Udico","Templado muy húmedo","Bien",36,"P",38,0,"25-50","LQDe2","e","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",4.5,"LQ1",0,85.8,0,5,"L2s1",4.9,0,2787.168258,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,21.6,0,"Cauca",0,"Arcillosa",19256,0,57,48763,"c(-76.8651485"," 2.4875909)",2.4875909,1791.5,533.037037037037,589.777777777778
"104",101,101,"4655","primaria_completa","AMUCC","yes",7,"seguro","smart_phone","informacion de mercado","templado",2.5,2.5,1700,3,1.3,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5917.159763,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,3,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"escaso","poca","color_verde_intenso",-76.8661033,1809,22.56,16.72569444,67,"templado",2.5,2.5,1700,"buen_suelo_para_el_cafe","inclinado",1,1,1809,16.72569444,86.75,18.58,1.28,"9",0,"Profundo","09PeL2s1-38",10,7,10,"LQ1e2","El Tambo",15,"TYPIC DYSTRUDEPTS",0,3,0.75,-10,"CC-02","No pedregoso","Udico","Templado muy húmedo","Bien",36,"P",38,0,"25-50","LQDe2","e","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",4.5,"LQ1",0,85.8,0,5,"L2s1",4.9,0,2787.168258,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,21.6,0,"Cauca",0,"Arcillosa",19256,0,57,48763,"c(-76.8661033"," 2.490683)",2.490683,1809,724.518518518518,535.222222222222
"105",102,102,"5665","primaria_completa","ninguna","no",5,"seguro","smart_phone","informacion de mercado","templado",0.5,0.5,1800,3,1.3,1.7,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",4524.886878,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,3,"antracnosis",1,1,0,1,0,"castillo",1,1,"guamo",1,1,"escaso","poca","color_verde_intenso",-76.8664088,1819.5,19.19,22.32738095,68,"templado",0.5,0.5,1800,"buen_suelo_para_el_cafe","inclinado",1,1,1819.5,22.32738095,86.75,18.58,1.28,"9",0,"Profundo","09PeL2s1-38",10,7,10,"LQ1e2","El Tambo",15,"TYPIC DYSTRUDEPTS",0,3,0.75,-10,"CC-02","No pedregoso","Udico","Templado muy húmedo","Bien",36,"P",38,0,"25-50","LQDe2","e","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",4.5,"LQ1",0,85.8,0,5,"L2s1",4.9,0,2787.168258,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,21.6,0,"Cauca",0,"Arcillosa",19256,0,57,48763,"c(-76.8664088"," 2.4917793)",2.4917793,1819.5,512.740740740741,555.703703703704
"106",103,103,"4655","primaria_completa","ninguna","yes",5,"seguro","smart_phone","informacion de mercado","templado",2,2,1800,10,1.3,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5917.159763,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,3,"antracnosis",1,1,0,1,0,"castillo",1,1,"guamo",1,1,"escasas","pocas","color_verde_intenso",-76.8633862,1815.1,14.44,18.06504065,69,"templado",2,2,1800,"buen_suelo_para_el_cafe","inclinado",1,1,1815.1,18.06504065,86.75,18.58,1.28,"9",0,"Profundo","09PeL2s1-38",10,7,10,"LQ1e2","El Tambo",15,"TYPIC DYSTRUDEPTS",0,3,0.75,-10,"CC-02","No pedregoso","Udico","Templado muy húmedo","Bien",36,"P",38,0,"25-50","LQDe2","e","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",4.5,"LQ1",0,85.8,0,5,"L2s1",4.9,0,2787.168258,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,21.6,0,"Cauca",0,"Arcillosa",19256,0,57,48763,"c(-76.8633862"," 2.4916081)",2.4916081,1815.1,643.444444444444,740.666666666667
"107",104,104,"5665","secundaria_incompleta","ninguna","yes",3,"seguro","smart_phone","informacion de mercado","templado",0.5,0.5,1800,5,1.3,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5917.159763,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones deshierbe control_de_plagas_y_enfermedades ferti_plag_enfere",6,6,1,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"escasa","poca","color_verde_intenso",-76.8647321,1840.5,14.19,10.29673203,24,"templado",1.5,1.8,1685,"buen_suelo_para_el_cafe","inclinado",2,2,1847.900024,15.25925926,86.75,18.58,1.28,"4",0,"Profundo","04Qb-67",10,6,10,"AQ6b","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",68,"Q",67,0,"45841","AQCb","b","0.5 - 1","0,77 - 0,99","No salino","Baja",8,"AQ6",0,0,4,5,"Sin limitante",5.1,0,1524.944078,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,54.9,0,"Cauca",0,"Franco arenosa",19548,0,73,101380,"c(-76.5637188"," 2.6526779)",2.4967653,1840.5,382.259259259259,291.740740740741
"108",105,105,"5665","secundaria_incompleta","ninguna","yes",3,"seguro","smart_phone","informacion de mercado","templado",0.5,0.5,1800,5,1.3,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5917.159763,"semanal","poda control_de_la_erosion_del_suelo eliminacion_de_chupones deshierbe control_de_plagas_y_enfermedades ferti_plag_enfere",6,6,1,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"escasa","poca","color_verde_intenso",-76.8647321,1840.5,14.19,10.29673203,70,"templado",0.5,0.5,1800,"buen_suelo_para_el_cafe","inclinado",1,1,1840.5,10.29673203,86.75,18.58,1.28,"9",0,"Profundo","09PeL2s1-38",10,7,10,"LQ1e2","El Tambo",15,"TYPIC DYSTRUDEPTS",0,3,0.75,-10,"CC-02","No pedregoso","Udico","Templado muy húmedo","Bien",36,"P",38,0,"25-50","LQDe2","e","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",4.5,"LQ1",0,85.8,0,5,"L2s1",4.9,0,2787.168258,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,21.6,0,"Cauca",0,"Arcillosa",19256,0,57,48763,"c(-76.8647321"," 2.4967653)",2.4967653,1840.5,382.259259259259,291.740740740741
